no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
6311,Anne ter Wal,https://scholar.google.com/citations?hl=en&user=63Sq3e0AAAAJ,63Sq3e0AAAAJ,Imperial College Business School,Verified email at imperial.ac.uk,6833,"social network analysis, innovation, open innovation",,,,,,,,,
6312,Marijtje AJ van Duijn,https://scholar.google.com/citations?hl=en&user=6U23feoAAAAJ,6U23feoAAAAJ,"Full professor of Statistics in particular Models for Social Network Analysis, Department of",Verified email at rug.nl,6814,"social network analysis, statistical modeling, random effects models, psychometrics, item response theory",,,,,,,,,
6313,Luis de-Marcos,https://scholar.google.com/citations?hl=en&user=PuFGwZ4AAAAJ,PuFGwZ4AAAAJ,Prof. Computer Science & Artificial Intelligence. Universidad de Alcalá,Verified email at uah.es,6541,"Gamification, Educational Technology, Learning Technologies, Graph Analysis, Social Network Analysis",,,,,,,,,
6314,BKTRIPATHY,https://scholar.google.com/citations?hl=en&user=TuqZg_0AAAAJ,TuqZg_0AAAAJ,"PROFESSOR (HIGHER ACADEMIC GRADE), SCOREE, VIT, VELLORE-632014,INDIA",Verified email at vit.ac.in,6488,"Soft Computing, Social Network Analysis, Soft sets and Decision Making, Big Data Analytics, Deep Neural Networks",,,,,,,,,
6315,Nienke Moolenaar,https://scholar.google.com/citations?hl=en&user=nF5KNjQAAAAJ,nF5KNjQAAAAJ,Dutch Inspectorate of Education,Verified email at owinsp.nl,6458,"Education, Leadership, Governance, Inspections and accountability, Social Network Analysis",,,,,,,,,
6316,Jiezhong Qiu,https://scholar.google.com/citations?hl=en&user=3rlMzwYAAAAJ,3rlMzwYAAAAJ,Zhejiang University - Zhejiang Lab Hundred Talents Program Researcher,Verified email at zhejianglab.com,6451,"Data Mining, Social Network Analysis, Network Embedding, Graph Neural Networks",,,,,,,,,
6317,Neil Hurley,https://scholar.google.com/citations?hl=en&user=Xy75cgsW65QC,Xy75cgsW65QC,"Senior Lecturer, University College Dublin",Verified email at ucd.ie,6334,"social network analysis, recommender systems, digital watermarking",,,,,,,,,
6318,Christofer Edling,https://scholar.google.com/citations?hl=en&user=-KrC9Y4AAAAJ,#NAME?,Lund University,Verified email at soc.lu.se,6212,"Sociological theory and methods, Social network analysis",,,,,,,,,
6319,Dr Akshi Kumar,https://scholar.google.com/citations?hl=en&user=b90f64MAAAAJ,b90f64MAAAAJ,"Dept. of Computing, Goldsmiths University of London",Verified email at gold.ac.uk,6190,"Sentiment analysis, NLP, Social Network Analysis, Health Informatics, Disinformation Analysis",,,,,,,,,
6320,Anuska Ferligoj,https://scholar.google.com/citations?hl=en&user=-8QG0dUAAAAJ,-8QG0dUAAAAJ,"professor of statistics, University of Ljubljana; HSE Moscow",Verified email at fdv.uni-lj.si,6138,"multivariate analysis, social network analysis, blockmodeling, measurement quality, scientific networks",,,,,,,,,
6321,Tanya Berger-Wolf,https://scholar.google.com/citations?hl=en&user=Hq28JM0AAAAJ,Hq28JM0AAAAJ,"Professor of Computer Science and Engineering, Ohio State University",Verified email at osu.edu,6108,"Imageomics, computational ecology, social network analysis, AI for conservation, AI for social good",,,,,,,,,
6322,Feida Zhu,https://scholar.google.com/citations?hl=en&user=uLa0zdcAAAAJ,uLa0zdcAAAAJ,Singapore Management University,Verified email at smu.edu.sg,5940,"Data mining, database, graph mining, social network analysis",,,,,,,,,
6323,Sang-Wook Kim,https://scholar.google.com/citations?hl=en&user=ed2vz_oAAAAJ,ed2vz_oAAAAJ,"Professor of Computer Science and Engineering, Hanyang University",Verified email at hanyang.ac.kr,5700,"Databases, Data Mining, Social Network Analysis, Recommendation",,,,,,,,,
6324,David Shoham,https://scholar.google.com/citations?hl=en&user=rcKhbe8AAAAJ,rcKhbe8AAAAJ,ETSU,Verified email at etsu.edu,5656,"chronic disease epidemiology, social network analysis",,,,,,,,,
6325,Beatriz Martínez-López,https://scholar.google.com/citations?hl=en&user=u2PkU8YAAAAJ,u2PkU8YAAAAJ,"Department of Medicine & Epidemiology, School of Veterinary Medicine, University of …",Verified email at ucdavis.edu,5548,"epidemiology, modeling, risk assessment, social network analysis, bayesian statistics",,,,,,,,,
6326,Itai Himelboim,https://scholar.google.com/citations?hl=en&user=eOnBL68AAAAJ,eOnBL68AAAAJ,"Department of Advertising and Public Relations, Grady College of Journalism and Mass …",Verified email at uga.edu,5543,"Social Media, Social Network Analysis, Big Data, Interactive Advertising",,,,,,,,,
6327,Alejandra Martínez Monés (ORCID:0000-0003-3201-0345),https://scholar.google.com/citations?hl=en&user=vFxp1Y0AAAAJ,vFxp1Y0AAAAJ,Escuela de Ingeniería Informática. Departamento de Informática. GSIC. Universidad de …,Verified email at infor.uva.es,5452,"Learning Analytics, Technology Enhanced Learning, CSCL, Social Network Analysis, MOOCs",,,,,,,,,
6328,Özgür Ulusoy,https://scholar.google.com/citations?hl=en&user=M_vU9pQAAAAJ,M_vU9pQAAAAJ,"Professor of Computer Engineering, Bilkent University",Verified email at cs.bilkent.edu.tr,5210,"Web Search Engines, Multimedia Databases, Social Network Analysis, Text-to-SQL Systems, Wireless NWs",,,,,,,,,
6329,Vincenzo Moscato,https://scholar.google.com/citations?hl=en&user=0FXky6Cr1RoC,0FXky6Cr1RoC,"Full Professor at University of Naples ""Federico II",Verified email at unina.it,5092,"Multimedia, Big Data, Artificial Intelligence, Recommender Systems, Social Network Analysis",,,,,,,,,
6330,Peter Cogan,https://scholar.google.com/citations?hl=en&user=I7eoDPAAAAAJ,I7eoDPAAAAAJ,"Director Data Science, Optum",Verified email at optum.com,5079,"Machine Learning, Deep Learning, Social Network Analysis, Healthcare Analytics, Data Science",,,,,,,,,
6331,Dr. Sovan Samanta,https://scholar.google.com/citations?hl=en&user=lQ8l_mQAAAAJ,lQ8l_mQAAAAJ,"Tamralipta Mahavidyalaya||Istinye University, Istanbul||Western Caspian University, Baku",Verified email at tmv.ac.in,5021,"Social network analysis, fuzzy graph theory, Decision Making, fuzzy logic, graph theory",,,,,,,,,
6332,John S. Liu,https://scholar.google.com/citations?hl=en&user=FO1h7c0AAAAJ,FO1h7c0AAAAJ,National Taiwan University of Science and Technology,Verified email at mail.ntust.edu.tw,4990,"Citation analysis, social network analysis, DEA, corporate governance",,,,,,,,,
6333,William K. Cheung,https://scholar.google.com/citations?hl=en&user=e42JkYIAAAAJ,e42JkYIAAAAJ,"Professor of Computer Science, Hong Kong Baptist University",Verified email at comp.hkbu.edu.hk,4938,"Data Mining, Artificial Intelligence, Health Informatics, Social Network Analysis",,,,,,,,,
6334,Harold D Green,https://scholar.google.com/citations?hl=en&user=RhMWm1cAAAAJ,RhMWm1cAAAAJ,"Associate Professor, Indiana University School of Public Health",Verified email at indiana.edu,4839,"social network analysis, personal networks, egocentric social networks, HIV, substance use",,,,,,,,,
6335,Antonio A. Casilli,https://scholar.google.com/citations?hl=en&user=uXUEkMIAAAAJ,uXUEkMIAAAAJ,"Professor, Institut Polytechnique de Paris",Verified email at ip-paris.fr,4808,"AI, digital labor, privacy, social network analysis, ethics",,,,,,,,,
6336,Peng Wang,https://scholar.google.com/citations?hl=en&user=FWgnwbIAAAAJ,FWgnwbIAAAAJ,"Centre for Transformative Innovation, Swinburne University of Technology",Verified email at swin.edu.au,4749,Social Network Analysis,,,,,,,,,
6337,Sreenivas Gollapudi,https://scholar.google.com/citations?hl=en&user=Ysd-WJgAAAAJ,Ysd-WJgAAAAJ,Google,Verified email at google.com,4733,"Algorithms, Algorithmic Game Theory, Social Network Analysis",,,,,,,,,
6338,Xin Li (李昕）,https://scholar.google.com/citations?hl=en&user=_SLzQRgAAAAJ,_SLzQRgAAAAJ,"Professor, City University of Hong Kong",Verified email at cityu.edu.hk,4729,"Digital Economy, Machine Learning, Social Network Analysis, Applied Econometrics",,,,,,,,,
6339,johan koskinen,https://scholar.google.com/citations?hl=en&user=IRwn3fYAAAAJ,IRwn3fYAAAAJ,"Senior Lecturer in Social Network Analysis, University of Melbourne",Verified email at unimelb.edu.au,4695,"social network analysis, MCMC, Bayesian inference, ERGM, Siena",,,,,,,,,
6340,Tian Zheng,https://scholar.google.com/citations?hl=en&user=-4J-KZoAAAAJ,-4J-KZoAAAAJ,Columbia University,Verified email at columbia.edu,4689,"Statistical Learning, Data Science, Statistical Genetics, Social Network Analysis, Spatiotemporal",,,,,,,,,
6341,Françoise Fogelman-Soulié,https://scholar.google.com/citations?hl=en&user=S6moyNoAAAAJ,S6moyNoAAAAJ,Hub France IA,Verified email at hub-franceIA.fr,4673,"Big Data, Machine Learning, Social Network Analysis, Recommender Systems",,,,,,,,,
6342,Salvador Sánchez-Alonso,https://scholar.google.com/citations?hl=en&user=wbMaSPYAAAAJ,wbMaSPYAAAAJ,"Associate professor, University of Alcala",Verified email at uah.es,4630,"Technology Enhanced Learning, Learning Objects, Metadata, Semantic Web, Social Network Analysis",,,,,,,,,
6343,Mark Huisman,https://scholar.google.com/citations?hl=en&user=GTxPKlEAAAAJ,GTxPKlEAAAAJ,"Assistant professor, Dept. Sociology, University of Groningen",Verified email at rug.nl,4556,"Statistics, structural equation models, missing data, imputation, social network analysis",,,,,,,,,
6344,Yuval Kalish,https://scholar.google.com/citations?hl=en&user=2F4CklkAAAAJ,2F4CklkAAAAJ,WHU - Otto Beisheim School of Management,Verified email at whu.edu,4426,"social network analysis, leadership",,,,,,,,,
6345,Thomas Burgess,https://scholar.google.com/citations?hl=en&user=vrFWWmsAAAAJ,vrFWWmsAAAAJ,"Visiting Senior Research Fellow, Leeds University",Verified email at lubs.leeds.ac.uk,4415,"Social Network Analysis, Innovation, Operations",,,,,,,,,
6346,Joan-Miquel Verd,https://scholar.google.com/citations?hl=en&user=D-GpM40AAAAJ,D-GpM40AAAAJ,"Professor of Sociology, Universitat Autónoma of Barcelona. Centre d'Estudis Sociològics …",Verified email at uab.cat,4397,"social network analysis, qualitative data analysis, sociology of labour, labour market trajectories",,,,,,,,,
6347,Rokia Missaoui,https://scholar.google.com/citations?hl=en&user=2LHBipkAAAAJ,2LHBipkAAAAJ,"Professor of Computer Science, University of Quebec in Outaouais (UQO)",Verified email at uqo.ca,4330,"Databases, data mining, data warehousing, formal concept analysis, social network analysis",,,,,,,,,
6348,Hidayet Aksu,https://scholar.google.com/citations?hl=en&user=QISU5wgAAAAJ,QISU5wgAAAAJ,Google,Verified email at google.com,4272,"Data Mining, Big Data Analytics, Cyber Security and Privacy, Social Network Analysis, Machine Learning",,,,,,,,,
6349,Oscar Widerberg,https://scholar.google.com/citations?hl=en&user=mkoNa9UAAAAJ,mkoNa9UAAAAJ,"Associate Professor in Environmental Politics and Policy, Vrije Universiteit Amsterdam, IVM",Verified email at vu.nl,4255,"Institutions, Global environmental governance, Social Network Analysis, International Relations",,,,,,,,,
6350,Hasan Güçlü,https://scholar.google.com/citations?hl=en&user=5P3Fdb8AAAAJ,5P3Fdb8AAAAJ,"Professor, TOBB University of Economics and Technology, Dept of Artificial Intelligence …",Verified email at etu.edu.tr,4227,"Public Health Informatics, Social Network Analysis, Network Science, Agent-Based Modeling",,,,,,,,,
6351,Elvis Mazzoni,https://scholar.google.com/citations?hl=en&user=dNLo4X4AAAAJ,dNLo4X4AAAAJ,University of Bologna,Verified email at unibo.it,4212,"Lifelong Learning, Life Cycle Development, Social Network Analysis, Web Artifacts",,,,,,,,,
6352,Jarrett Spiro,https://scholar.google.com/citations?hl=en&user=wDIkyZkzysAC,wDIkyZkzysAC,Humana,,4188,"social network analysis, complexity theory, the emergence and impact of macro network …",,,,,,,,,
6353,Yoosik Youm,https://scholar.google.com/citations?hl=en&user=LYreOeoAAAAJ,LYreOeoAAAAJ,"Professor of Sociology, Yonsei University",Verified email at yonsei.ac.kr,4185,"social network analysis, medical sociology",,,,,,,,,
6354,R. Karl Rethemeyer,https://scholar.google.com/citations?hl=en&user=WGMcRigAAAAJ,WGMcRigAAAAJ,"Dean & Professor, College of Social and Behavioral Sciences, University of Massachusetts …",Verified email at umass.edu,4170,"policy networks, collaborative networks, social network analysis, terrorism, terrorist networks",,,,,,,,,
6355,Wai Kin (Victor) Chan,https://scholar.google.com/citations?hl=en&user=tmYLtDgAAAAJ,tmYLtDgAAAAJ,Rensselaer Polytechnic Institute,Verified email at rpi.edu,4162,"Simulation, Discrete-Event Simulation, Agent-based Simulation, Optimization, Social Network Analysis",,,,,,,,,
6356,Isidro Maya Jariego,https://scholar.google.com/citations?hl=en&user=UKMGh8QAAAAJ,UKMGh8QAAAAJ,Profesor de Psicología Social de la Universidad de Sevilla,Verified email at us.es,4157,"Social network analysis, Community psychology, Personal networks, Sense of community, Child labor",,,,,,,,,
6357,Amitava Datta,https://scholar.google.com/citations?hl=en&user=s5F1rbEAAAAJ,s5F1rbEAAAAJ,"Professor of Computer Science, University of Western Australia",Verified email at uwa.edu.au,4121,"parallel and distributed computing, wireless networks, bioinformatics, data mining, social network analysis",,,,,,,,,
6358,Rebecca McLain,https://scholar.google.com/citations?hl=en&user=djHziV4AAAAJ,djHziV4AAAAJ,"Research Director, NPCC, Portland State University; CIFOR Senior Research Associate",Verified email at pdx.edu,4030,"forest governance, land tenure, political ecology, social network analysis, PPGIS",,,,,,,,,
6359,Rebecca McLain,https://scholar.google.com/citations?hl=en&user=tY9-fywAAAAJ,tY9-fywAAAAJ,"Research Program Director, NPCC Portland State University; CIFOR Senior Research …",Verified email at pdx.edu,4028,"collaborative governance, forest governance, land tenure, social network analysis, PPGIS",,,,,,,,,
6360,Gregorio González-Alcaide,https://scholar.google.com/citations?hl=en&user=aJJ41aUAAAAJ,aJJ41aUAAAAJ,"University of Valencia, Spain",Verified email at uv.es,3999,"Bibliometrics, Social Network Analysis",,,,,,,,,
6361,Giuseppe Manco,https://scholar.google.com/citations?hl=en&user=F-NXHA8AAAAJ,F-NXHA8AAAAJ,"ICAR-CNR, ISI-CNR, Università della Calabria, Università di Pisa",Verified email at icar.cnr.it,3995,"Data Mining, Recommender Systems, Social Network Analysis",,,,,,,,,
6362,Timon Elmer,https://scholar.google.com/citations?hl=en&user=ErdiXJsAAAAJ,ErdiXJsAAAAJ,"Postdoc, Department of Psychology, University of Zurich",Verified email at uzh.ch,3918,"(Digital Social Interactions, Mental Health, Ambulatory Assessment, Social Network Analysis",,,,,,,,,
6363,Zoltan Gyongyi,https://scholar.google.com/citations?hl=en&user=2u9wZH8AAAAJ,2u9wZH8AAAAJ,"Research Scientist, Google",Verified email at google.com,3905,"Database Systems, Human-Computer Interaction, Information Retrieval, Social Network Analysis",,,,,,,,,
6364,Samrachana Adhikari,https://scholar.google.com/citations?hl=en&user=T3pF6RcAAAAJ,T3pF6RcAAAAJ,NYU School of Medicine,Verified email at nyumc.org,3887,"Statistics, Causal Inference, Social network analysis",,,,,,,,,
6365,Kayo Fujimoto,https://scholar.google.com/citations?hl=en&user=SgTNPtEAAAAJ,SgTNPtEAAAAJ,"Professor, Behavioral Sciences & Biostatistics, University of Texas Health Science Center",Verified email at uth.tmc.edu,3769,"Social network analysis, HIV/AIDS, MSM population, health disparity, molecular epidemiology",,,,,,,,,
6366,Cynthia M Webster,https://scholar.google.com/citations?hl=en&user=zY30npUAAAAJ,zY30npUAAAAJ,Macquarie University,Verified email at mq.edu.au,3749,"Consumer Behavior, Social Network Analysis, Health",,,,,,,,,
6367,Kirk Dombrowski,https://scholar.google.com/citations?hl=en&user=pjufEBgAAAAJ,pjufEBgAAAAJ,"Vice President for Research, University of Vermont",Verified email at uvm.edu,3712,"Social Network Analysis, Community Health, Indigenous Peoples, Hard-to-Reach Populations, HIV",,,,,,,,,
6368,Ron Bekkerman,https://scholar.google.com/citations?hl=en&user=nGyY3BAAAAAJ,nGyY3BAAAAAJ,"CTO, Cherre",Verified email at cherre.com,3710,"Big Data, Machine Learning, Data Science, Social Network Analysis, Real Estate Investments",,,,,,,,,
6369,Elizabeth M. Daly,https://scholar.google.com/citations?hl=en&user=llFJcF4AAAAJ,llFJcF4AAAAJ,IBM Research,Verified email at ie.ibm.com,3650,"Interactive AI, Recommender Systems, Social Network Analysis",,,,,,,,,
6370,Seema Nagar,https://scholar.google.com/citations?hl=en&user=VuuFm5IAAAAJ,VuuFm5IAAAAJ,IBM Research,Verified email at in.ibm.com,3646,"Social Network Analysis, Machine Learning, Mobile Context Sensing, Application of eye gaze tracking  in different …",,,,,,,,,
6371,Thomas N. Friemel,https://scholar.google.com/citations?hl=en&user=TQzfS8oAAAAJ,TQzfS8oAAAAJ,"University of Zurich, Professor for Communication and Media Research",Verified email at ikmz.uzh.ch,3635,"Social Network Analysis, Media Use, Media Effects, Health Communication, Communication Campaigns",,,,,,,,,
6372,Carlos Reynoso,https://scholar.google.com/citations?hl=en&user=XjusVbIAAAAJ,XjusVbIAAAAJ,Universidad de Buenos Aires,Verified email at filo.uba.ar,3595,"Anthropology, complexity theory, music, social network analysis, cognition",,,,,,,,,
6373,Alina Sîrbu,https://scholar.google.com/citations?hl=en&user=o-G11bQAAAAJ,o-G11bQAAAAJ,"Computer Science Department, University of Pisa, Italy",Verified email at unipi.it,3589,"computational biology, complex systems, machine learning, social network analysis, migration",,,,,,,,,
6374,Chih-Hui Lai,https://scholar.google.com/citations?hl=en&user=0DtgZGAAAAAJ,0DtgZGAAAAAJ,"Professor, National Yang Ming Chiao Tung University",Verified email at nycu.edu.tw,3584,"organizational communication, social network analysis, communication technology, social media",,,,,,,,,
6375,Mark Tranmer,https://scholar.google.com/citations?hl=en&user=8V54BVsAAAAJ,8V54BVsAAAAJ,"Professor of Quantitative Social Science, University of Glasgow",Verified email at glasgow.ac.uk,3571,"Multilevel Modelling, Social Network Analysis, Statistical Modelling, Public Health, Animal Behaviour Social Networks",,,,,,,,,
6376,Tsuyoshi Murata,https://scholar.google.com/citations?hl=en&user=ws2fHhsAAAAJ,ws2fHhsAAAAJ,"Professor, Department of Computer Science, Tokyo Institute of Technology",Verified email at c.titech.ac.jp,3495,"Artificial Intelligence, Network Science, Graph Neural Networks, Machine Learning, Social Network Analysis",,,,,,,,,
